Food is almost always impeccable with some awesome values on the special menu.,impeccable with some awesome values on the special menu
"Service and correct orders vary based on the day, how busy it is, and who is serving.",busy
Today with Peggy is by far the best service we have ever had.,
"She was quick, efficient, accurate and super friendly.","quick, efficient, accurate, super friendly"
We're hoping she's here every time we return.,
Thanks Peggy and thanks kitchen for a great meal.,
"I got the Fat Hefner sandwich, really good !",really good
"But I got wings to take home & they were to ""rubbery"" for my liking",
Been to this place a couple fo times,
and I've yet to be disappointed.,
 Plenty of parking in the back,
and it's easy to find from the road.,easy to find from the road
" Great atmosphere, delicious food and the wait-staff has always been friendly.",friendly
 Highly recommend the BBQ nachos and the House Specialty Cocktails are also very good.,very good
 This is a great place for any size group and ideal for splitting lots of different dishes so everyone can try everything!,
My boyfriend and I ventured to Smokey's on a Monday night at 6.,
"We were seated promptly at a 6-person booth for only  the two of us, when the restaurant was relatively empty.",relatively empty
I did notice the restaurant didn't have a distinct hostess seating customers.,
We were seated by a waitress.,
Another party just wandered in grabbing menus and a spot themselves.,
"Our waitress, Peggy was really sweet and very attentive.","really sweet, very attentive"
We started with the BBQ Pork Nachoes to start.,
This was perfect portion for 2 people.,
It might be too small for a larger party.,too small for a larger party
"It's crispy tortilla chips, pulled pork, quac, jalapenos, gooey cheese, & black beans.",
"

I had the PB&J Tacoes.",
These are two tacoes in housemade tortillas.,
"They are crispy pork belly chunks, red cabbage slaw, pico, mexican cheese, topped with jalapeno jam.",
All that somehow did not break the homemade tortillas...magic?!!,
"

BEWARE!",
The sides are á la carte!,
I had spicy cauliflower.,spicy
It was 3 florets of spicy cauliflower topped with goat cheese and cilantro.,spicy
It seemed kind of pricey for a small portion.,kind of pricey
This place was pretty good.,pretty good
"We ordered the mama bear which had 1/2 lb of each meat - ribs, pork and brisket.",
Then we ordered the jalapeño cheddar sausage el jefe style.,
"That just came with guac, jalapeños and a couple tortillas.",
I liked all the meats except I did not care for the sausage.,
I did however loved the tortilla that came with it,
and I wanted more.,
"

We were going to get the papa bear originally but then noticed that the price was more expensive than ordering the maps bear and the jalapeño sausage separate plus you got to choose a different style and got the awesome tortillas!",separate
"

There was an issue with the price when we got the check and the waiter corrected the issue.",
I guess they changed their menu and forgot to change the price of the sausage in the computer as well.,
Been back numerous times now.,
Still great brisket.,
Added a great fried chicken.,
Love it!,
We went for happy hour and had the fabulous pork nachos and garlic wings and Masthead drafts.,
Austin was a terrific bartender - the best we've had there.,
Five star experience all around!,
I had the perch dinner.,
Was excellent with mango Tatar sauce.,excellent with mango Tatar sauce
Macaroni and Cheese unbelievable.,unbelievable
 Peggy was our server.,
" She couldn't have been nicer, patient, efficient and absolutely delightful.","nicer, patient, efficient, absolutely delightful"
 Love this place!,
Very good barbeque.,Very good
" We had two combo plates - brisket, pulled pork, sausage.",
  Definatly satisfied the BBQ craving.,satisfied
"Our first time there, and I have to say that I was very impressed, the food was great and they had vegan options for my wife, I thought the prices were reasonable as well.","very impressed, great, reasonable"
We will definitely be going back.,
Went to the new restaurant last night.,
"Place was packed, including the outdoor seating, so we sat at the bar.",
Decor is rustic and such an upgrade from Fishers that was once there.,rustic
"Bright, airy.",
Very nice.,Very nice .
Bartender was spot on.,
Friendly and competent- just what you want in a bar tender.,Friendly and competent
Way too many wait staff.,too many
I counted six trying to look busy stumbling over themselves.,
Ordered the pork tacos and 1/2 pound ribs to divide with the hubby.,
Pork tacos were delicious.,delicious
Would definitely order them again.,
The ribs were a disappointment.,
Fatty and did not have a smokey BBQ flavor.,Fatty
"Came with sweet brioche buns, red slaw and pickles.",
"Hard to think of a BBQ place with sub par ribs, especially when oak & embers is down the road with some pretty incredible BBQ ribs.",Hard to think of a BBQ place with sub par ribs
Bud lite at $5.,
No happy hour as of now.,
Felt like the price point was a bit high but would have been fine if the BBQ quality and quantity was high as well.,"a bit high, fine, high"
It was not.,
Keep trying.,
"I had bbq ribs just ok.mac n cheese not tasty not served warm.my wife had pulled pork
Not served hot very dry.service was just ok
Server could care less attitude.","not tasty not served, hot very, just ok"
Fish tacos are AWESOME you need to try them.,AWESOME you need to try them
Everyone is friendly.,friendly
" Ate at the bar, service was excellent.",excellent
So decided to take the whole family out for a Saturday BBQ lunch at some place we have not been.,
 Showed up at noon just after they opened and we were the frist ones there.,
Greeted right away with a very friendly server that help out with are 2 little ones under 2.,very friendly
 The menu looked very good i wanted to try one of everything but obviously that would mot work.,very good
"So we decided on the bbq brisket poutine, my wife got the special which was a 20oz beef rib with a side (choose the brussel sprouts), i got the pick 4 meat plate with mixed brisket (burnt ends and sliced) pulled pork, smoked sausage and spare ribs with a side of mac and cheese.",
" The poutine was first it was a huge portion plenty for 3 maybe 4 people, it had a very nice gravy, fries were great and the house pickles i could eat a jar or 2 of them.","very nice, great"
 My only complaints with it was it was a touch on the salty side,
and there was almost a half inch of cheese on top that had to be cut with a knife (more is not always better) it took away from the other flavors of the poutine.,better
" Mains came out shortly after my meat plate had a very generous portion of all the meats i ordered, mac looked very good and it also came with more house pickles :)  pickled red onions and sweet pickled jalapeno","very generous, very good"
oh a roll and slaw.,
" All the meats had good flavor but again a touch to salty, my favorite was the sliced brisket least favorite was the smoked sausage.",salty
 The sausage was dry and was not spicy and least seasoned.,"dry, spicy, least seasoned"
Burnt end were second least favorite very salty not much fat and they were mostly jerky from over cooking.,"second least, salty not"
 Pulled pork was third and had a very nicely balanced flavor and was nice and juicey.,"third, very nicely balanced, nice"
Went very well with there regular bbq sauce which is vinager based :),
my favorite was the sliced brisket which is the first time in a very long time i had good sliced brisket at a bbq place in ohio.,very long
 Nice smoke ring and flavor also very moist and had just the right amout of resistance on the pull test :).,moist
 Oh,
and i cant for get,
my wifes beef rib which was by far the best of all flavor was amazing and it melted in my mouth.,amazing
As far as the sides go the sprouts were delicious well seasoned and perfectly cooked tender center with a slight crispy exterior.,"delicious, well seasoned"
" My mac and cheese was very good after i removed the excessive amount of cheese at least a 1/4"" or more, once threw that there was this warm creamy gooey perfectly cooked mac that was to die for.","very good, gooey perfectly"
"(Again more is not better it would be perfect with a very light sprinkle for the golden crust)  anyway over all it was a good experience service was a 5 food was a 3.5 leaning towards 4, some restraint with salt and cheese and what i had today would be 5 star BBQ!!","better, very light"
Our first trip after seeing them on Fox 8 in the Morning.,
" The space is on the smallish side, but nicely appointed.",
 Service was prompt and pleasant.,prompt and pleasant
" We built a meal out of a few apps and a salad.....all were pleasing, with special praise for the Brisket ""Poutine""...a big plate of hand-cut fries smothered in beef brisket, melted cheese and pickles.","pleasing, hand - cut"
" The cornbread was delicious, as well.",delicious
" Plump smoked wings and a chopped salad rounded it out, and we were satisfactorily stuffed at meal's end.",
" Nice selection of beer, wine, and spirits, too.",
"The overall experience was par for a Quagliata restaurant, and we will return.",par for a Quagliata restaurant
Third time we've enjoyed dining here - this time with guests.,
Each time we were fortunate enough to be able to order the New England Clam Chowder - the best I've ever had!,able to order the New England Clam Chowder - the best I 've ever had
Short wait for seating and great service every time.,
Love the Poutine & corn bread!,
"Also am relieved to know that I can order the smoked meat offerings without any kind of sauces, since I prefer to let the smoked aspect be the dominant flavor.",
The perch was fresh and sweet - like fresh perch should be.,"fresh, sweet - like"
There are a nice variety of entrees to choose from - some have spicy heat - some don't.,spicy
The choice is yours.,
"I don't drink beer, but noticed the nice variety of offerings.",
"I was bummed when Fisher's Tavern closed, but am thrilled to enjoy a consistently good dining experience here!",consistently good
First time for us here and it was fantastic.,fantastic
" Service was fast, food was hot and beverages were refilled promptly.",hot
"We got the ""pick 2"" meats and we chose pulled pork and brisket.",
"You get a choice of slices of brisket, chopped or burnt ends.",
 The briskets was very tasty and tender.,very tasty
 The pulled pork was sweet but also mildly spicy.,"sweet, mildly spicy"
Very delicious.,Very delicious .
The house cut fries are to die for.,
 You also get a small dish of slaw and a soft sweet dinner roll.,
 I highly recommend this place and am looking forward to ribs next time.,
 We were there on a Friday night and we did not even have to wait for a table.,
 Make the drive and try them out!!,
Ordered takeout.,
So good!,So good !
Been looking for a reliable local bbq joint for some time.,
This is my new go-to.,
It's a serious bang for your buck and the quality and quantity are both superb.,superb
"This place had excellent food, Austin the bartender was extremely helpful as we were first time visitors.",extremely helpful
We loved the food and he was very accommodating and friendly.,"very accommodating, friendly"
We enjoyed our experience and would come back to see Austin.,
Well I (sadly) must agree with the majority of reviewers on this place.,
I'm sure (meaning I hope) that things will improve as they continue on,sure
but my first visit today for lunch was overall pretty disappointing.,pretty disappointing
"First off, lets take about the AC.",
The dining room felt like a meat locker and everyone who had a sweater or jacket was wearing it inside the dining room.,
This makes for an uncomfortable experience before you even have anything to eat or drink.,
"Had the pulled pork, jalapeno cheddar sausage and corn bread.",
The pork was of good quality but pretty flavorless.,pretty flavorless
No bark or burnt ends.,
"They have 3 sauces you can add, all were OK, not great, but you shouldn't have to.","OK , not great"
The jalapeno cheddar sausage tasted like neither jalapeno nor cheddar.,
It wasn't unpleasant but odd and with a very grainy not meaty texture.,"unpleasant but odd, very grainy, not meaty"
The corn bread was quite good.,quite good
"As others have stated, too many staff who kept trying to remove our plates before we were done.",too many
For a BBQ place at this price point with this kind of foodie pedigree it was quite a disappointment.,
Hope things turn around.,
I dined at Smokin' Q's BBQ last night with my boyfriend for the third time.,
 I am not a huge meat eater but was pleasantly surprised which the BBQ on my first visit.,pleasantly surprised
 I commented to the waitress that the food was quite a bit better than Michael Symon's bbq joint Mabels downtown.,a bit better
 The food on the second and third visits was just as good however there are some improvements to be had otherwise.,"second and third, as good"
 The restaurant is situated right on the road so the entrance is on the back by the parking lot and is a rather awkward.,a rather awkward
" Once inside, diners will find a pleasant interior however the lighting is HORRIBLE!",HORRIBLE
" Cute hanging lights over the booths are illuminated with awful ""environmentally friendly"" bulbs that are so bright it is almost painful to look at the person across from you.","environmentally friendly, almost painful"
 Similar lights in the bar area appear to use old fashioned filament bulbs which are much more appropriate.,"old fashioned, much more appropriate"
 The lighting over the booths is so awful we had to ask for them to be dimmed which they did for about five minutes before turning them up again to full capacity!,so awful we had to ask for them to be dimmed which they did for about five minutes before turning them up again to full capacity
 It really makes for an unpleasant dining experience.,
" In addition, the wait staff could use some additional training.",
 Often water glasses are left unfilled.,
 During two of our meals our waitress changed during the meal and the new waitress got our orders incorrect.,incorrect
"Also, it doesn't appear to be the cleanest of establishments.",
" Hopefully, with the food on track, the manager can focus on the smaller details which can truly make or break a dining experience.",
" At this point, I will be taking a long break from Smoking' Q's.",
Smokin' Q's is hands down our favorite neighborhood spot!,
"My husband loves the brisket, and I am totally a sucker for the fried perch.",
"The cocktails are also inventive, fresh, and delicious!","inventive , fresh , and delicious"
This is by far the best BBQ joint in the Greater Cleveland area.,Greater Cleveland
I would highly recommend the beef brisket and pork ribs.,
Both dishes were top notch.,
"Well seasoned, appropriately tender, and full off smoked flavor.","seasoned, full off smoked flavor"
"Each dish was also served with guacamole and salsa on the side, giving the food a southwestern flair if desired.",
As a side dish I had the cornbread which was served in a cast iron pan warm out of the oven.,warm out
Delicious.,
I topped off my meal with the chocolate chip cookie ice cream sandwich composed of fresh soft giant cookies around a layer of creamy vanilla ice cream.,
A+.,
"

After talking to the manager, Eric, who was extremely friendly and helpful, my wife and I learned the head cook was from Texas.",extremely friendly and helpful
After hearing this fact everything made sense.,
Good BBQ comes from Texas and now exists in Cleveland with its own twists.,
I will most definitely be back soon.,
Excellent food.,
Good service.,
Friendly staff.,
Put this on your list of Favs!,
" So much flavor, you will have an exceptional experience",So much
Seated right away on a Saturday evening.,
 Tasty cheese dip with chips appetizer.,
" Pulled pork and sausage sandwich on bun,  excellent flavors.",
"Waitperson friendly, attentive and fun.","friendly , attentive and fun"
 Great brownie with ice cream dessert.,
 Will return.,
Not sure what all the hate is on this place.,Not sure
The food is very good for Cleveland BBQ.,very good for Cleveland BBQ
Quesomole is outstanding.,outstanding
I went with the Momma Bear which was great.,great
The brisket was a personal favorite.,
I would agree that the AC was blasting inside for good reason...meat sweats.,
The service however was a bit slow.,a bit slow
Go give it a try.,
"If you are an East side or don't live within walking, cheap uber, or convenient public transportation distance of Mabel's, you should just check out Smokin' Qs.",
I was totally impressed and glad I gave it a chance despite the low-ish rating on here.,totally impressed and glad I gave it a chance despite the low - ish rating on here
"The waitress was a doll, both a manager and the chef stopped by to ask how everything was, and I'd eat the brisket poutine daily if my one super power was to be able to eat whatever I wanted with no consequences.",able to eat whatever I wanted with no consequences
"Quick, affordable, convenient and most importantly, very tasty bbq with a variety of options on the menu (including a few for your vegetarian friend which is uncommon at bbq joints).","Quick, affordable, convenient, most importantly , very tasty, uncommon at bbq joints"
"

Looking forward to sampling a few types of tacos at the next taco Tuesday we can make.",
"If you're on the fence, give it a chance.",
It's worth it.,worth
"The first time we went here we didn't love it, it was when it had recently opened, however, we have been back twice since and have had great experiences, the food is very good, the servers are attentive and the restaurant is great.","very good, attentive, great"
"Really like the cornbread, haven't had a bad side!",
Portions are generous too!,generous too
I wish there was a way to give this place more than 5 stars.,
Two visits so far and two unbelievable meals.,"Two visits so far, two unbelievable"
"Tremendous value, great service, great bar, great patio.",
The food was great!,great
" When I go out, I want good food.",
" Drinks are drinks and service is service, but the food makes all of the difference.",
" I have heard some people complain about various aspects, but it all comes down to the food.",
" I have never been a smoked meat guy, mostly because it is so hard to perfect.",so hard
 There is usually too much smoke and that's all I can taste.,too much
"However, at Smokin' Q's, it tastes like the smoke was meant to be there and occurred naturally.",
I don't know how to describe it any better.,any better
 It was fantastic.,fantastic
 I read that someone thought the mac-and-cheese was runny?  ,runny
They must have brought that in from their home because the mac-and-cheese I got was thick and fantastic!,thick and fantastic
 The brisket cannot be beat.,
 I recommend this place to everyone that is looking for BBQ or just looking for a cool place to have a drink.,
" The patio is great, as long as it isn't too humid outside.",great
 I have eaten there and had food to go several times and it has never disappointed!!,
" Try it, you'll love it!",
We heard the longtime Fisher' Tavern was to be remodeled into a new place a few months ago.,
Later we learned it would be a BBQ spot and just recently found it would be connected to the Quagliata family of restaurants.,
The result is a fine new interior with a pleasant assemblage of foods.,
"

Smokin' Q's meats are a touch spicier than most of the BBQ spots opening in Cleveland.",a touch spicier
"The sauce (on each table in a pedestrian plastic bottle with a masking tape label handwritten, ""Sauce"") is calmer.",
The result is a richer meat flavor and we found ourselves using less sauces.,
The Brisket was excellent (remember to order a mix and chop those slices for a better taste!),excellent
"and while I thought the Pulled Pork was a touch dry, my wife enjoyed it fully.",a touch dry
Liked the Potato Salad and Lettuce Wedge as well.,
What was interesting is that the entrée was available Traditional or with Tortillas.,"interesting, available Traditional"
This was a clever twist and one will likely try next visit.,
"

I noticed a number of lower ratings here, likely due to the cost.",
This is among the costlier BBQ spots in Cleveland.,costlier
"I can't give the food bad marks, but would advise prospective diners to check out the menu and understand your tab in advance.",
I loved the atmosphere of this restaurant.,
There were all sorts of western decorations and BBQ themed items on the walls.,
"I had the pulled pork, it was a little dry but still delicious.","a little dry, still delicious"
"The brisket was the best meat we ordered, I would go back for just that!",
The entrees come with pickles which were awesome.,awesome
The homemade bread made the meal.,
We also tried the Mac and cheese which I would skip next time.,
Great all Ohio beer selection.,
I would definitely try this place again!,
The new owners did a great job fixing up the interior and making Fisher's much more open and pleasant.,more open and pleasant
We sat at the bar and had a very attentive and personable bartender serving us.,very attentive and personable
"My wife and I shared a Mama's combo which included ribs, brisket and pulled pork.",
"The ribs were excellent, the pulled pork was OK though a bit dry, and the brisket was quite dry.","excellent, a bit dry, quite dry"
The sauces were above average.,
The mac & cheese was excellent.,excellent
Portions were fine.,fine
"I did not think that the food prices were out of line for the quality and quantity, though it seems a small piece of cornbread could come with the combo dinners rather than providing an indescript ""brioche"" roll.",
They do have to reduce the price on their draft beer.,
I don't think any other high-end restaurant in the Cleveland area charges nine dollars for a microbrew draft.,
"Since barbecue and beer go together, they are going to chase away a lot of customers with those beer prices.",
"They will be competing with Oak and Embers in Chesterland and right now, I would likely go to Oak and Embers.",
I will however give this place another try after the management has a chance to tweak things.,
Woohoo!  Another fun local BBQ joint has opened.,
I'm liking this trend.,
 I have been here a few times since opening week.,
 Each visit I've noticed that they have been making changes in a good way.,
 One of the most recent changes include lunch specials.,most recent
 Thank you for doing that because most customers don't want to spend over $20 on lunch.,
"

I've had most of the meat offerings including the brisket, pulled pork, baby back rib and sausage.",
 What stands out?,
The ribs for sure.,sure
" Seasoned well with a nice peppery bark, meaty and tender.",Seasoned
" Should you choose, a couple varieties of house made BBQ sauce are on the table.",house made
" When deciding on an appetizer, definitely try the wings.",
 We requested a couple sauces to be served on the side so we could have some variety.,
"

I'm liking what I'm seeing so far.",
 Offering daily specials unique from their regular menu.,
 Great food and service.,
 Happy hour beer specials and a nice atmosphere.,
We tried it yesterday for the first time.,
 We love barbeque.,
 We ate outside.,
 The outside patio is noisy as heck from car traffic.,noisy as heck from car traffic
" There's plenty of room behind the deck, build another one farther from the road.",
 The meat did not fall off the bone as they said it would.,
 The ribs were tough.,tough
" My son had a chicken sandwich, very dry.",very dry
 Sadly don't recommend.,
We had a mixed experience on a recent trip here.,
 Lets start with the most important part the food.,most important
The beef ribs and spare ribs were really good.,really good
 Both had the bark and smoke flavor you expect from a smokehouse and were tender without being mushy.,mushy
" The biggest surprise was the pureed sweet potatoes, they were awesome.",awesome
 The sausage and mac and cheese were good as well.,good
" 
The brisket and burnt ends were a huge disappointment.",
 Both lacked any bark or smoke flavor and you if i wasnt in a bbq smokehouse it wouldnt have occurred to me that they were smoked.,
 The burnt ends werent even 'burnt',
and i question if they were even smoked a second time.,
" The beans were different, not bad but not what we were expecting as it was more like a soup.","different, bad"
"
Our server was friendly and helped us with our questions.",friendly
" Since we just ordered bbq, i was surprised that it took 30+ min to get our food.",surprised
 They were busy but since the bbq is already cooked it should come out faster,busy
Have been to this place four times.,
The sliced brisket has been fatty all three times I had it.,fatty
They seem to forget parts of your order.,
Forgot bbq sauce the second time and the fourth time our corn bread.,
Funny thing is I repeated my order twice and the person taking my order did too.,
When I picked up my order and asked if the corn bread was in the bag she said yes.,
I get home and only one slice corn bread.,
"When I called to ask if they could add it to the next time I come in, planning on ordering take out again.",
She said said ok.,ok
Then she calls me back and said I didn't pay for it and I would have to pay if I get another.,
"I was planning on paying for it when I ordered two, but they messed up my order.",
Looking for another bbq place.,
Not at all impressed.,
I love BBQ and yes know the difference between smoked meat BBQ and Famous Daves.,Famous
Meat was fatty waitress terrible drinks to expensive.,expensive
Side dishes expensive and not very good.,"expensive, not very good"
 Don't plan on returning until waitress learns not to argue with customers.,
I guess nothing else to ad.,else to ad
I was looking forward to the opening as I've been a customer of Fisher's Tavern for many years.,
"However, I had a very disappointing experience.",very disappointing
The menu was very limited and the pricing was too high for the quantity and quality of the food.,"very limited, too high for the quantity and quality of the food"
I had a cheese and fajita dip appetizer that was soupy with very little fajita makings in it.,very little
The chips were thick and tasteless.,thick and tasteless
My friend's pulled brisket sandwich was very small in size for the price and the french fries were an extra cost!,very small in size for the price
"I would have liked a cocktail, but they were all too pricey.",too pricey
"Unless pricing, food quality, quantity and choices change, I won't be coming back.",
Really disappointed!,Really disappointed !
We ordered 2 dinners Beef Rib ($36 for a single bone) and  Brisket.,
"Brisket was ok, had a good bark but not at all seasoned.",ok
"Beef Rib was totally unseasoned,  and tastes as if it was reheated.",totally unseasoned
We actually threw away that $36 .,
Ordered a variety of sides.,
"Fried corn was good, sweet potatoes were ok.","good, ok"
Mac and cheese was very good and fries were oily and old.,"very good, oily and old"
This was on their second day of business which is why I'll be nice with 3 stars.,nice with 3 stars
I'll give em a couple months and try again to update the review for better or worse.,better or worse
But for a restaurant to serve obviously old and unseasoned food on one of there opening days in I acceptable.,"obviously old and unseasoned, acceptable"
It's smoked bbq for God's sake!,
Step it up people.,
I'm surprised Carl Quigliata would allow this to happen,surprised
We both ordered baby back ribs.,
"They were under cooked, clearly not slow cooked.",slow cooked
Seemed like they were precooked and reheated.,
There were hard to get off the bone without a knife.,hard to get off the bone without a knife
What ever happened to falling off the bone?,
They need a real pit master that has some experience doing ribs.,
"If you can't get the ribs right at a barbecue spot, that is not a good sign.",
In fairness the corn bread was very good and the barbecue sauce was also good.,"very good, good"
Unfortunately brioche bun was dry and uninteresting.,dry and uninteresting
There are other much better barbecue spots in town.,much better
"Hopefully these folks get it figured out, it is hard to go back after a very mediocre experience.",very mediocre
"Even though the manager asked how we liked everything, it was quickly apparent he was only open to positive feedback.",only open to positive feedback
 If you don't want the truth please don't ask.,
Food was not prepared at all good....,all good
no smoking flavor.,
Sides are overpriced.,overpriced
There are better places to get BBQ,
But for a restaurant to serve obviously old and unseasoned food on one of there opening days is unacceptable.,"obviously old and unseasoned, unacceptable"
Had a great dinner last night.,
Started with the brisket poutine as an appetizer and it was sooooo good.,good
"Got a 3 meat mix with chicken, pork ribs and sausage and a brisket with tips and slices with a side of baked bean cassoulet so we could try a wide variety",
and we were not disappointed.,disappointed
The beans were amazing.,amazing
