"Management needs to wake up at least now, also see bunch of reviews the same way.",
"

Got to drive back again and change my order...staff inside have no clue how this happened and they apologize just because they got to say something.",
"

Bunch of lazy folks with no focus on customer service are running this location.",
Stay away !!!,
Yum yum yum.....,
I wanna rub chick fil a's chicken all over my face!,
It's soooooooooo good!,good
"

Get a number five.",
12 piece...,
The 8 will not be enough.,enough
Yum.,
Honey as ur dipping sauce is amazing!,amazing
The waffle fries are delightfully delicious.,delightfully delicious
The lemonade is the best you have ever had!,
I'm scared that this location is so close to my house.,so close to my house
"

This location is clean and the staff is very friendly!","clean, very friendly"
"Went at the busy hour of lunch, they were on their game in and out of the drive thru in less than 10min.",
Love the chicken wrap with spicy sauce and love the waffle fries.,spicy
This Chick Fil A is awful.,awful
The last 3 times I have been here I have gotten soggy fries that are undercooked.,
How do you consistently mess up fries??,
I love chick fil A,
but this location sucks.,
I've learned my lesson and I just have to drive up to North Scottsdale to get my fix.,
"Oh, Chic-fil-A how I love thee.",
"Let me count the ways...
1.",
"Good food
2.",
"Fast service
3.",
"Friendly staff
4.",
"A clean store
5.",
"Philanthropic giving

",giving
Our two boys love coming here for dinner.,
We will use any excuse to come.,
We have never had a bad meal or experience.,
Love this place.,
One of the three fast food places I go to.,
"Best chicken nuggets and waffle fries

",
"The lemonade is super good as well

I love the grilled chicken sandwich also
",super good
It is fresh all the time,fresh
The only reason I give this chickfila on Tatum 2 stars is because chickfila's food is so good.,so good
BUT this chickfila is so poorly run!,so poorly run
If you go through the drive thru expect to wait at least 10 min.,
Do not go when you are in a hurry.,
It is so slow.,so slow
"Also they rarely get your order correct and you MUST check your order, including your drink, before pulling away.",correct
"This chickfila needs some help with speed and accuracy, it is not run like all the other chickfila's that I have visited through the years",
I love Chick-fil-A and go there often.,
 Their recent coupons for free items have expanded the items I like to order.,
 Always polite and pleasant staff.,polite and pleasant
What's not to love about Chik-fil-A?,not to love about Chik - fil - A
Their food is good and the preparation is consistent.,"good, consistent"
This location in particular always has very friendly staff.,"particular, very friendly"
Remember that they are closed on Sundays.,
I've caught myself pulling in there a couple times only to realize that I'm there on a day that they are closed.,
"I appreciate that they are closed on Sundays and holidays so their staff can spend time with their families, however, so I don't mind one bit.",
"My favorite fast food joint, by far.",
Fries are always fresh & the chicken is always hot.,"fresh, hot"
"The only ""complaint"" I have is when I'm craving them on Sundays, they're not open!",open
Haha!,
After a long day at work and didn't feel like cooking dinner so I decided to pick up some Chick-Fil-A on my way home.,
I get there around 6:30 to a FULL drive-thru.,
After waiting almost 15mins in the drive-thru line alone I get to order and quickly get my food.,
I pull out of the plaza and stop less than a block away at a red light so I decide to check my food.,
I clearly noticed I had someone else's order because it was not even close to mine.,
I make and immediate u-turn and return to the still very long drive-thru line.,
I finally get to the order speaker and explain what happened.,
I'm asked to pull up to the window and a very youth and confused teenager tries to make it seem like I'm wrong because that's what I ordered and paid for like it said in the receipt.,wrong because that 's what I ordered and paid for like it said in the receipt
By now I'm steaming mad and ask for a manager.,mad
The manager with plenty of attitude takes the wrong food back and gives me my correct order.,
I ask her what about the difference between what I paid and what my correct order was because I noticed my correct order was less expensive.,less expensive
I told her I didn't need the change and asked if I could get a brownie to make up the difference they owed me + the hassle.,
"She quickly responded something like ""the brownie is $1.39 and the difference we owe you is only $.38 cents",
so you will have to pay the difference plus tax.,
""" I was shocked and lost for words at the awful customer service I was getting from one of my favorite fast food places.",shocked
After a few seconds of feeling like I was going to have a stroke from the anger I finally managed to ask for my $.38 cents back which she quickly gave to me.,
"Since I have yet to eat at any Chick-Fil-A
because my pride don't let me give a single penny to that company.",
I tell this factual story to any one who will listen because I cant believe Chick-Fil-A lost a life time customer over $1.01+tax.,
So yummy!!,
 Healthier than most fast foods.,Healthier than most fast foods .
 They are also much cleaner.,
 I enjoy using their Chik-Fil-A sauce!,
 Make sure to try it!,sure to try it
 They are super fast and very friendly.,"super fast, very friendly"
Clean.,
 Great customer service.,
Family oriented.,oriented
" Excellent tasting, high quality food.",
 They have a program to promote family togetherness by challenging the family to put our cell phones in the box for the whole meal to earn a free ice cream....,
the kids were all over this!,
 Brilliant!  ,Brilliant !
"The marketing director greeted us and took care of us the whole meal...refilled our drinks, asked about us as people, and spread positivity to our experience.",
 I believe her name was Sylvia...,
what a great person.,
We do not have this restaurant where we ar from.....,
we are very impressed.,very impressed
I like Chick-Fil-A.,
"They deserve props for inventing the chicken sandwich, for the cute cow commercials and for maintaining their religious principles.",
"That said, I don't really care for this location.",
"It's cramped, with a lot of tables and a children's play area crammed into a very small space.","cramped, very small"
"Also, no way to refill your soda on your own.",
"Chick-Fil-A overall is a bit expensive for what it is, perhaps in part a consequence of its closed on Sunday policy.",closed on Sunday
"

I tried their grilled chicken nuggets a la carte on my recent visit.",la
How disappointing.,How disappointing
"They came out soggy, sealed in a plastic container, where they had apparently been for quite some time.",
Gross!,
Definitely no resemblance to the promotional photographs!,
"When I mentioned how disgusting they were to another family member, they immediately asked, ""Did you go at lunchtime?""",disgusting
"""They make bigger quantities in advance at lunchtime and the food then is never as good.",as good
"""",
Hmm.,
"Makes some sense, I guess.",
"Still, over five bucks for six tiny slime covered grilled nuggets and the smallest small sized soft drink I've seen in years, leaves me less than enthusiastic in any case.","small sized, less than enthusiastic"
"Plus, call me silly, but I like to eat lunch at lunchtime.",silly
"Gross bathroom, and dirty play area.",
"I go to many locations, never seen one that makes McDonald's seem clean.",clean
Until now.,
Play area had chunks missing in floor.,
 Changing station looked to be on its last leg.,
 Over disgusting.,disgusting
" 
Had to ask for sauces, never at any other location.",
"Just seemed odd, kept behind counter.",
.unlike other locations.,
 Sauce theft an issue here?,
I won't return to this location ever.,
Happy to bring my kids here weekly.,
Love the friendly faces and great food.,
So you can actually skip the toy in the kids meal and get ice cream instead.,
I never knew this before!,
Cool,
Cobb Salad was great!!!,great
Always friendly and polite here.,friendly and polite
Thanks Chic Fil,Chic
a.,
Oh - and the Cool Wrap is also very good.,very good
Not crazy for the grilled bites as there are too few for the price.,too few for the price
Stick to the salad and also try the wrap and you'll be in good territory.,
If you are going to eat fast food this is a much tastier option than some other chains out there.,much tastier
An added bonus is that their lemonade is delicious!,delicious
The restaurant is usually clean and the service is quick and friendly.,"clean, quick and friendly"
I like their original chicken sandwich and the fact that their fries aren't overloaded with salt.,
The chicken is well seasoned and juicy and the pickles add a little zing.,well seasoned and juicy
They are always happy to offer up sauces with your order in case you want to jazz up your sandwich or fries.,happy to offer up sauces with your order in case you want to jazz up your sandwich or fries
I can eat like 1000 of these sandwiches.,
"Great food, everyone knows that.",
"

This place does a lot of community events and has great employees.",
I had a complaint about the coffee and the owner called me and apologized.,
I appreciated it very much.,
Thanks for the fun and great food!,
We like bringing our kids to chick fil a because of the nice family atmosphere.,
We unknowingly came here on a fundraiser night.,
"Even though it was very busy, the tables were cleared fast and the bathrooms were clean.","very busy, clean"
"
I didn't give 5 stars because we were slightly disappoint in the under cooked fries and chicken nuggets.",
We still are everything up,
but I prefer when the fries and chicken are crisper.,
This is extreme to have to yelp.,extreme to have to yelp
But it's that bad.,that bad
Simple problem: wife is allergic to pickles.,allergic to pickles
3 out or 4 visits had pickles on her chicken sandwich.,
Wasted money since we live 5 mles away.,
Called the 3rd time.,
Mgr Said too busy to talk to me.,too busy to talk to me
I left my name and number.,
No call back.,
"Called again, no mgr available.",available
Placed an online complaint.,
Just received an email asking how my complaint was resolved.,
Filled out survey saying it was never resolved.,Filled out
At all.,
From anyone.,
You turned a simple complaint that was your fault into a loss of $80 a week on sales.,
Good job chick-fil-a. I'm completely done and so is my family.,
I hope you reprimand and terminate your terrible regional and general manager.,regional and general
They don't care about their customers obviously.,
"I tried 5 times now, with not one call back.",
The survey asking how my complaint was resolved ess the biggest slap in the face.,
Not cool.,cool
I have been going to Chick-fil-A's all across the country and I absolutely love it!,
All of the staff is the highest quality out of any place I've ever been!,
"The food is great, and is pretty well-priced.","great, pretty well - priced"
"The prices have gone up over the years, but not enough to truly deter people, I don't believe.",
"The kid area was fun for me years ago, and I know it still holds the same value today.",fun for me
"They easily have the best sweet tea out of any place I have ever been to, and am proud to say that I will never stop going to Chick-fil-A!",proud to say that I will never stop going to Chick - fil - A
Our family loves Chick-Fil-A..,
BUT this location needs some work.,
"After the 4th visit today, the drive-thru team is rushed and impersonal and doesn't care to listen to what we ask for.","rushed, impersonal"
"They have messed up 2 out of the 4 orders, and they don't take the time to make sure it's right.",right
"When I asked for additional sauce they say oh it's in there, when in fact it's not.",
The other location at Shea and 101 is by far better customer service and always cares on what we ask for-and checks.,far better
Wish this location would get it together!,
I am addicted to the grilled chicken and fruit salad.,addicted to the grilled chicken and fruit salad
It is low cal if you use the low cal dressing and very filling.,
The staff will go out of their way to get things right- and make your experience a positive one.,right -
 I buy the nugget trays too when I am having guests and it is always the first thing to be finished.,
Had a horrible experience at this location.,
Was given wrong order at the drive through.,
When we got home we realized it.,
Called the restaurant and they wouldn't acknowledge their mistake.,
Asked to speak to manager and they wouldn't connect us.,
STAY AWAY FEOM THIS LOCATION!!!,
Someone pease tell me why is my cheese over my sandwich instead of inside the sandwich?,
Did someone missed that part of training?,
"Incredibly clean, friendly and fresh.","Incredibly clean, friendly and fresh"
First time here and I will definitely be returning.,
We love Chick-fil-A food but we'll go back to the other location we frequent next time we want some.,
"I spoke with who ever the ""manager"" was at this location more than 5 years ago about a large ladder being stored on top of the area small children play in and apparently it is still not a safety concern to this restaurant.",
Went there a few weeks back and they forgot to put my sandwich in my bag.,
I called and let the manager know who took my name and advised me she would replace my meal for me.,
"I go back today and guess what,  she made me Pay for my meal...",
she gave me a free sandwich..,
lol..,
I told her it wasn't FREE because I had already paid for it....now were talking a kids meal..nothing outrageous....but was rude and didn't care if I am getting screwed....,"FREE, outrageous, rude"
I told her I was going to call Corporate and she told me go ahead she didn't care...,
Well they not only lost my business at this location...,
I will post this so people will go somewhere else.,
What a liar for a manager!,
I love this place !,
I could eat there everyday...,
The staff is very friendly and always makes sure you are satisfied.,"very friendly, satisfied"
"P.s: notice that employees can't say ""your welcome"" instead they say "" my pleasure "".",
Lol,
"'My pleasure' is something you will consistently hear at this location, and so do I take great pleasure in devouring everything on their menu from the chicken strips to the grilled chicken bites, and chicken tortilla soup.",
"

What makes their fast food concept so special?",special
The chicken.,
It is so juicy and fresh.,so juicy and fresh
Even the breaded entrees are not overshadowed by the hard and crusty layers of breading other ff chains glob on - on efforts to save on the protein.,hard and crusty
"Here you get generous portions, each one delivering taste and freshness.",
Especially the grilled chicken has a tooth some and juicy flavor.,juicy
"

What u love most about the sides?",
Kiddos get a plethora of fruit in a fruit cup ranging from crisp apples and blueberries to tangy sweet mandarins.,
The lemonade virtually tastes like a fresh squeezed lemon with simple syrup and I am consumed by how amazing it tastes.,amazing
The most terrific thing?,most terrific
It is so kid friendly that twice a month they have an hour or so of activities for kids.,so kid friendly
"These include a scavenger hunt or art contests, art projects, face painting, and more.",
The wow factor is that is is absolutely free.,absolutely free
"The staff are consistently friendly and engaging, they even bring your order to the table.",consistently friendly and engaging
"

I come her about twice a month with my girls, my 5 year old asks to go every day!",
"And yes, as far as fast food goes, they can't do any better.","as fast, any better"
"Ok,this place is amazing!If you had a stomach ache before,(which I did),I never got one for 2 WHOLE YEARS!!!!And don't get me started on the chicken deluxe...",
"

They have everything from Soup to chicken to sandwiches to salads to you get the point...",
"And they have also a lot of dressing choices,hot sauce,ketchup,ranch,etc.",
I also want to tell you about their Chick-Fil-A sauce..,
"If you like eccentric/Unusual sauces,it's good.","eccentric / Unusual, good"
"I think many
Would like it either way..",many
"

Overall I rate 5 stars.",
"Now,this is ""Overated Review"" but Food is good,not to greasy,AMAZINGLY customer support,and CLEAN restrooms.","good, greasy, AMAZINGLY customer support"
"They also clean every table when the person leaves,and another clean every 5 minutes,so there's that.","clean every table when the person leaves , and another clean every 5 minutes , so there 's that"
"And the Play Area,(not
5),but I can tell it's amazing,EVERY kid wants to go there,and from the looks of it,it's clean!The drive thru also serves the Best Drive Thru food,and it's exactly if you were to go inside!Also,The cashiers say words like ""Your Welcome"" and have a positive smile that you can't resist!","amazing, clean!The drive thru also serves the Best Drive Thru food"
"I didn't know they charged extra for lemonades, which was a down side.",
" But other than that, all food are still great, service still excellent.","still great, still excellent"
 Great jobs everyone!,
I went 3 days ago and got a meal of Chick-fil-A Nuggets with waffle potato fries and a lemonade drink.,
"The nuggets are ok, I think the fries were better.","ok, better"
And the lemonade was too sweet too much sugar...,"too sweet, too much"
diabetes?,
"As for the sauces, the only one I liked was the bbq",
but they stingy with them.,
This location is always clean and the staff is friendly.,"clean, friendly"
I visit here when the truck is being serviced next door.,
The same team always seem to be working the front as well.,
Pristine both for food and experience!,
"Love the food here, it's so fresh and made to order.",so fresh
 They don't leave any food on the hot plate or under the lights.,
 Love the waffle fries and their milkshakes.,
 All the employees that works there are very polite.,very polite
 Just love it.,
One of my favorite chicken places to eat.,
"
Always fresh and delicious 
Staff is alway helpful.","fresh and delicious, helpful"
My drive through orders are always complete.,complete
No worries,
I'm never coming to this location again.,
The lady literally burped the second she opened the window to give me the food.,
She also gave me the wrong order and I didn't get a chance to look at it until I got home.,
"I called to let them know they gave me the wrong order and the manager offered to fix the order if I drove back to the location,  ",
but it wasn't worth my gas money to drive back.,worth my gas money to drive back
Chick-Fil-A is a great grab and go or sit and dine fast food.,
It is my favorite in town.,
The people are all so friendly.,so friendly
They have options from Soups and Salads to Chicken Nuggets and Mac-n-cheese.,
I highly recommend the Cobb salad with grilled chicken.,
The diet lemonade is enjoyable also.,enjoyable
The only complaint I have is that the kids play section is usually really germy.,really germy
Enjoy!,
"I love the spicy chicken sandwich, also the iced tea/lemonade mixture I usually get instead of soda.",
The waffle fries are usually awesome when they are fresh out of the fryer... unfortunately the batch I got yesterday were cold and tasted like an ashtray.,"fresh out of the fryer, cold"
"The dog enjoyed them, though.",
So good.,So good .
"the sandwiches, the salads, the ice cream.",
"and of course, the fries.",
sooo good.,sooo good .
and chik fil a sause is the best.,
and it is all pretty healthy for you too!,all pretty healthy for you
"Ok, yes I am writing a review for a fast food restaurant.",
I realize that seems a bit strange and quite possibly extremely unnecessary.,"a bit strange, possibly extremely unnecessary"
"I mean, fast food is fast food right?",
"Everyone knows what their getting into and what kind of food to expect, right?",
While this is true I felt it was worth writing a little snippet for the always refreshing Chick-Fil-A.,"true, always refreshing"
It's nice to have a fast food experience where the food tastes fresh and actually like real chicken.,fresh
"The nuggets are yummy, flavorful but not overbreaded.",
My parents enjoyed their chicken sandwiches and agreed that the food is fresh tasting and not too heavy.,not too heavy
We also enjoyed the sweet tea which is a classic Chick-fil-A staple.,
"

One important thing to note was that this location was super busy when we walked in right at noon but soon after we ordered our food was ready in a flash.","super busy, right at noon, ready in a flash"
And for those of you who have never been to CFA before?,
The icing on the cake is the wonderful assortment of dipping sauces to suit whatever flavor mood you are in at the moment.,
Or you can do what I do and open one of each and dip to your hearts desire.,
Who doesn't love variety?!,
The classic chicken sandwich with cheese is fantastic for a quick lunch.,fantastic for a quick lunch
But I have stopped going altogether because the woman who works the dining room during lunch insists on having 3 different interactions while I am trying to chew my food.,
"

First time she asks if everything's ok.  ",ok
Next time she asks if she can refill my untouched soda.,untouched
 And the third time she asks if she can take my tray.,
I recognize that probably follows her training guidelines.,
But it is not working for this guy.,
All I want is 20 minutes of peace while I eat.,
 I am more than capable of expressing any unmet needs.,more than capable of expressing any unmet needs
The one on Camelback is so much better.,so much better
"The grilled nuggets taste better, the service is better, they actually give me the sauce I ask for...","better, better"
it's honestly gotten worse over the past few months.,worse
They almost always give me the wrong sauce but the last time I went I didn't get ONE of the correct sauces I asked for.,
I feel like they are just lazy teenagers who don't give a crap.,
I didn't realize the difference in the food until I recently went to the one on Camelback and the grilled nuggets tasted fresher.,fresher
Take some notes from that location!,
I am so impressed with the patience and kindness of the workers at Chick-fil-A.,so impressed with the patience and kindness of the workers at Chick - fil - A.
They are always so nice and proactive with getting you what you need.,so nice and proactive with getting you
It is a parent's dream - the play place is awesome and I can get a Diet Lemonade and sit in the booth and watch my 3 year old play.,awesome
The salads are fresh and delicious.,fresh and delicious
The kids meals are great and I really appreciate the toy which is always educational and interactive.,"great, educational and interactive"
It's very nice and clean.,very nice and clean
Mad house during lunch time so plan ahead.,
The frozen lemonade it delicious,delicious
"Eh it was ok, not as amazing as everyone tells me it is.","ok , not as amazing"
When I lived in Vegas everyone would say if Chick-Fil-A was here Raisin Cane's would be put to shame...,
HAHAHA,
yeah right!,
I am glad I tried this now because nothing here stacks up to it.,glad I tried this now because nothing here stacks up to it
The Chicken was really solid could tell it was fresh cut before fried.,really solid could tell it was fresh cut before fried
But it just was lacking in flavor.,
The sauce was not inspiring but OK.,inspiring
( I did take 8 packs home to Seattle with me),
But it was nothing like the Canes sauce.,
The Sweet Tea was even disappointing vs Raising Canes.,
Overall compared to other fast foods it is better than most.,better
"But, I only eat fast food if it is outstanding and this was not it.",outstanding
Chick-fil-a is comfort fast food for me.,
I love the original chicken sandwich; I add 1 pack of honey mustard.,
"I grab a second honey mustard packet for dipping my delicious waffle fries - which, unfortunately, they sometimes skimp on, in my opinion.",
"

I have to tell you, though, I witnessed the talent of the best balloon artist I've ever seen at this location!",
"(He's not there every week, but you'll find him there on some Wednesday afternoons for the whole ""kids eat free"" thing.)",
"I was so mesmerized, as I waited in line to order and then for my food,  that I hardly noticed the wait and the fact that the place was overrun with little ones didn't detract from my experience!",so mesmerized
Chick-fil-a actually caters to the whole family thing really well.,
"(And, their kids' meals have educational toys, often promoting literacy).",
There are a lot of food choices in the Valley.,
"Moreover, there are quite a few Chick-fil-A's to choose from.",
"That being said, I would highly recommend you NOT spend your money at this Chick-fil-A. I ran through the drive thru one day with my kids and ordered lunch (I hadn't been to this location in years).",
We asked for 3 ranch and 3 chick-fil-a sauces with our meal.,
When we got up to the pay window the girl informed me that we'd have to pay for the extra sauces (they only give you 2).,
"Ok, no problem.",
But then she rolls her eyes and gives me the snottiest attitude about it.,
"She says """,
"yeah, it's because, you know, people like this (me) who order to much sauce"".",
Ummmm....sayeth what?!,
Chick-fil-A is typically the Ruth's Chris of fast food but this location is more like a dirty Burger King.,
Take my advice and Spend your hard earned money at a different Chick-fil-A.,
"Over the years, I have taken a strong liking to Chick-fil-a.  The chicken is tasty and is not processed like the other fast food restaurants.",tasty
 The waffle fries are delicious.,delicious
The staff is extremely friendly and at times will come to the table and offer free soda refills.,extremely friendly
Each Wednesday they have a Kids Night from 5:00 p.m. to 7:00 p.m.  Last week there was a balloon artist.,
 It is a fun time had by,
Marco was the most polite and great guy ever he even had a lil fun sliding our cards:),most polite and great
Typically on every visit to this fine establishment the service and food and has been spectacular.,spectacular
However this time I suffered from a subpar experience.,
The meal was less than adequate and was quite underwhelming.,"less than adequate, quite underwhelming"
Great staff.,
Very friendly and attentive.,Very friendly and attentive
Tables that turn quick get cleaned just as quick.,quick
Nice!,
Their new salads are fresh and crisp.,fresh and crisp
"Stopped by for lunch today,  very fast responsive service and the food was hot and fresh.","very fast responsive, hot and fresh"
 Couldn't have asked for better.,
 Good job guys.,
First time at a Chik FilA  ever.,
In a pinch for food while running around town.,
"
Ordered a cool wrap.",
"
Paid six dollars.",
"This ""wrap"" tasted worse than what I imagine the sandwiches in gas station coolers taste like.",worse
"Salty, non food bright orange cheese shreds with cold grilled chicken by-product pieces and lettuce all wrapped in a dry tortilla.",bright orange
"

Truly disgusting.",Truly disgusting .
I thought about returning it for my money back.,
"
Threw it away instead.",
"Teen girls goofing around in the window, not doing their job.",
"Messed up about 50% of the order: gave us the wrong drink, then gave us the wrong thing again after ""fixing"" it.",
"We were also charged for extra items that weren't asked for; however, we expected more from Chick-fil-A and trusted them enough to drive away without checking.",
Hire more mature workers who don't stick their nose into other people's business that are outside of the window.,more mature
I don't think it's necessary to have 5+ teen girls in the window.,necessary to have 5 + teen girls in the window
"Great customer service and high quality, delicious food every time.",
There was a line wrapped around the building and I waited no more than 3 minutes after ordering to get my food.,
They had a young man outside taking orders which made the ordering process smooth and very efficient.,"smooth, very efficient"
Good job Chik Fil A!,
"I don't do fast food very much anymore, but I stopped here over the weekend to show Chick-Fil-A some love for standing by their morals.",
" I was in the area to visit another store, and made sure to stop here for lunch!",sure to stop here for lunch
"The employees here are very friendly and helpful, as they are at every CFA I've been to.",very friendly and helpful
"If you're unfamiliar with their menu, they have breakfast from open to 10:30 - the awesome CFA biscuit, and bacon-egg-cheese, and others.","unfamiliar with their menu, open to 10:30"
My favorite items on the rest of their menu is the regular CFA sandwich and the spicy chicken wrap...,
"I get them with fruit cups instead of fries, and their great sweet tea.",
Yum!,
"This is a treat, not a regular thing for me, but I'm glad to support them.",glad to support them
